smiles	cid	tid
C=CC(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCc1cn(CCCCC(=O)NO)nn1	CHEMBL4783641	325
C=CCCn1cc(-c2nc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)nc3[nH]ccc23)cn1	CHEMBL4247128	325
C=CCOc1ccc2oc(C(=O)NCc3ccc(C(=O)NNCCC)cc3)cc2c1	CHEMBL5089744	325
C=Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287267	325
CC(=Cc1ccc(NS(=O)(=O)c2ccccc2)cc1)C(=O)NO	CHEMBL100035	325
CC(=NNC(=S)NCCCCCC(=O)NO)c1ccc(Br)cc1	CHEMBL4785327	325
CC(=NNC(=S)NCCCCCC(=O)NO)c1ccc(F)cc1	CHEMBL4749226	325
CC(=NNC(=S)NCCCCCC(=O)NO)c1cccc(Br)c1	CHEMBL4791832	325
CC(=NO)c1sccc1-c1ccc(C2(C(=O)Nc3ccc(C(=O)NO)cc3)CCCC2)cc1	CHEMBL4633075	325
CC(=O)CCCCCC(NC(=O)C1CCCCN1C)C(=O)NCCc1c(-c2ccccc2)[nH]c2ccccc12	CHEMBL218129	325
CC(=O)CCCCCC(NC(=O)C1CCCCN1C)C(=O)Nc1cccc(-c2ccccc2)c1	CHEMBL217314	325
CC(=O)CCCCCC(NC(=O)C1CCCCN1C)C(=O)Nc1nc(-c2ccccc2)cs1	CHEMBL217651	325
CC(=O)CCCCCC(NC(=O)C1CCCCN1C)c1ncc(-c2ccccc2)[nH]1	CHEMBL486568	325
CC(=O)CCCCCC(NC(=O)C1CCCN(C)C1)C(=O)NCCc1c(-c2ccccc2)[nH]c2ccccc12	CHEMBL387224	325
CC(=O)CCCCCC(NC(=O)C1CCCN(C)C1)c1ncc(-c2ccccc2)[nH]1	CHEMBL486975	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)C1)C(=O)NCCc1c(-c2ccccc2)[nH]c2ccccc12	CHEMBL387015	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)C1)c1ncc(-c2ccccc2)[nH]1	CHEMBL469742	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc(-c3ccccc3)cc2)[nH]1	CHEMBL519716	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc(Br)cc2)[nH]1	CHEMBL485723	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc(C#N)cc2)[nH]1	CHEMBL487778	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc(Cl)cc2)[nH]1	CHEMBL520526	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc(F)cc2)[nH]1	CHEMBL486149	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc3ccccc3c2)[nH]1	CHEMBL468513	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2cccc(C#N)c2)[nH]1	CHEMBL487578	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2cccc(Cl)c2)[nH]1	CHEMBL487975	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2ccccc2)[nH]1	CHEMBL519892	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2ccccc2Cl)[nH]1	CHEMBL485955	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2ccsc2)[nH]1	CHEMBL520560	325
CC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2csc3ccccc23)[nH]1	CHEMBL519541	325
CC(=O)CCCCCC(NC(=O)CCN1CC2CCC1C2)c1ncc(-c2ccccc2)[nH]1	CHEMBL485722	325
CC(=O)CCCCCC(NC(=O)CCN1CCCCC1)C(=O)NCCc1c(-c2ccccc2)[nH]c2ccccc12	CHEMBL269890	325
CC(=O)CCCCCC(NC(=O)CCN1CCCCC1)c1ncc(-c2ccccc2)[nH]1	CHEMBL487179	325
CC(=O)CCCCCC(NC(=O)CN1CCCCC1)C(=O)NCCc1c(-c2ccccc2)[nH]c2ccccc12	CHEMBL217371	325
CC(=O)CCCCCC(NC(=O)CN1CCN(C)CC1)c1ncc(-c2ccccc2)[nH]1	CHEMBL486976	325
CC(=O)CCCCCC(NC(=O)c1ccc2c(c1)OCCO2)c1ncc(-c2ccccc2)[nH]1	CHEMBL513881	325
CC(=O)CCCCCC(NC(=O)c1cccc(C#N)c1)c1ncc(-c2ccccc2)[nH]1	CHEMBL470576	325
CC(=O)CCCCCC(NC(=O)c1cncs1)C(=O)NCCc1c(-c2ccccc2)[nH]c2ccccc12	CHEMBL217035	325
CC(=O)CCCCCC(NC(=O)c1cncs1)C(=O)Nc1cccc(-c2ccccc2)c1	CHEMBL217650	325
CC(=O)CCCCCC(NC(=O)c1cncs1)c1ncc(-c2ccccc2)[nH]1	CHEMBL469741	325
CC(=O)CCCCCC(NC(=O)c1cnns1)C(=O)NCCc1c(-c2ccccc2)[nH]c2ccccc12	CHEMBL272840	325
CC(=O)CCCCCC(NC(=O)c1snnc1C)C(=O)NCCc1c(-c2ccccc2)[nH]c2ccccc12	CHEMBL425629	325
CC(=O)CCCCCC(NC(=O)c1snnc1C)C(=O)Nc1cccc(Cl)c1	CHEMBL385238	325
CC(=O)CCCCCC(NC(C)=O)C(=O)NCCc1c(-c2ccccc2)[nH]c2ccccc12	CHEMBL216336	325
CC(=O)CCCCCC(NC1CCCCN1C)C(=O)Nc1cccc(-c2ccccc2)c1	CHEMBL272402	325
CC(=O)CCCCCC(NC1CCCCN1C)C(=O)Nc1nc(-c2ccccc2)cs1	CHEMBL272401	325
CC(=O)CCCCCC(NS(=O)(=O)c1ccc(C#N)cc1)c1ncc(-c2ccccc2)[nH]1	CHEMBL472064	325
CC(=O)CCCCCC(NS(=O)(=O)c1ccc([N+](=O)[O-])c(F)c1)c1ncc(-c2ccccc2)[nH]1	CHEMBL511270	325
CC(=O)CCCCCC(NS(=O)(=O)c1cccc(C#N)c1)c1ncc(-c2ccccc2)[nH]1	CHEMBL472233	325
CC(=O)CCCCCC(NS(=O)(=O)c1cccc([N+](=O)[O-])c1)c1ncc(-c2ccccc2)[nH]1	CHEMBL472453	325
CC(=O)CCCCCC(NS(=O)(=O)c1ccccc1C#N)c1ncc(-c2ccccc2)[nH]1	CHEMBL513756	325
CC(=O)CCCCCC(Nc1cncs1)C(=O)Nc1cccc(-c2ccccc2)c1	CHEMBL272403	325
CC(=O)N1CCC(C(=O)Nc2cc(-c3cccs3)ccc2N)CC1	CHEMBL5176393	325
CC(=O)N1c2ccc(-c3ccc(NC(=O)CCCCCCC(=O)NO)cc3)cc2C(NC(=O)OC(C)C)CC1C	CHEMBL3220922	325
CC(=O)N1c2ccc(-c3ccccc3)cc2C(NC(=O)CCCCCCC(=O)NO)CC1C	CHEMBL3220924	325
CC(=O)N1c2ccc(NC(=O)CCCCCCC(=O)NO)cc2C(NC(=O)OC(C)C)CC1C	CHEMBL3220923	325
CC(=O)N1c2ccc(NC(=O)CCCCCCC(=O)NO)cc2C(Nc2ccccc2)CC1C	CHEMBL3220925	325
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(NC(=O)CCCCC(=O)NO)cc3)n2)cc1	CHEMBL4282471	325
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)n2)cc1	CHEMBL4290831	325
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(OCCCCCC(=O)NO)cc3)n2)cc1	CHEMBL4290748	325
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(OCCCCCCC(=O)NO)cc3)n2)cc1	CHEMBL4283921	325
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(OCCCCCCCC(=O)NO)cc3)n2)cc1	CHEMBL4291781	325
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)CCCCC(=O)NO)c3)n2)cc1	CHEMBL4284388	325
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)CCCCCCC(=O)NO)c3)n2)cc1	CHEMBL4282456	325
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(OCCCCCC(=O)NO)c3)n2)cc1	CHEMBL4280540	325
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(OCCCCCCC(=O)NO)c3)n2)cc1	CHEMBL4294153	325
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(OCCCCCCCC(=O)NO)c3)n2)cc1	CHEMBL4278591	325
CC(=O)Nc1ccc(-c2nc(Nc3ccc(OCCCCCC(=O)NO)cc3)ncc2C)cc1	CHEMBL4280050	325
CC(=O)Nc1ccc(-c2nc(Nc3cccc(OCCCCCCC(=O)NO)c3)ncc2C)cc1	CHEMBL4295224	325
CC(=O)Nc1ccc(-c2nc(Nc3cccc(OCCCCCCCC(=O)NO)c3)ncc2C)cc1	CHEMBL4290689	325
CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1	CHEMBL235842	325
CC(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1	CHEMBL4293858	325
CC(=O)Nc1ccc(N)cc1-c1ccc(C2(C(=O)Nc3ccc(C(=O)NO)cc3)CCCCC2)cc1	CHEMBL4644988	325
CC(=O)Nc1ccc2c(c1)CN(C(=O)C(N)Cc1ccc(Cl)cc1Cl)C2	CHEMBL4638227	325
CC(=O)Nc1cccc(-c2ccc(C3(C(=O)Nc4ccc(C(=O)NO)cc4)CCCC3)cc2)c1	CHEMBL4646613	325
CC(=O)Nc1cccc(-c2csc(NC(=O)CCCCCC(=O)Nc3ccccc3N)n2)c1	CHEMBL4548759	325
CC(=O)Nc1ccccc1-c1ccc(C2(C(=O)Nc3ccc(C(=O)NO)cc3)CCCC2)cc1	CHEMBL4632569	325
CC(=O)SCCC=CC1CC(=O)NCc2ccc(cc2)C2=NC(C)(CS2)C(=O)NC(C(C)C)C(=O)O1	CHEMBL3771206	325
CC(=O)SCCCCCC(NC(=O)OCc1ccccc1)C(=O)Nc1cccc2cccnc12	CHEMBL4551751	325
CC(=O)SCCCCCCNC(=O)c1cc(-c2ccc(F)cc2)nn1C	CHEMBL3759869	325
CC(C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1)c1ccccc1	CHEMBL4161650_CHEMBL4166987	325
CC(C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)nc1)c1ccccc1	CHEMBL4164146_CHEMBL4168051	325
CC(C)(C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1	CHEMBL190727	325
CC(C)(C)OC(=O)CCC1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4072356	325
CC(C)(C)OC(=O)NC(CCCCCC(=O)NO)C(=O)NC1CCCC1	CHEMBL1289931	325
CC(C)(C)OC(=O)NC(CCCCCS)C(=O)NC1CCCC1	CHEMBL213934	325
CC(C)(C)OC(=O)NC(CCCCCS)C(=O)NC1CCCCC1	CHEMBL209551	325
CC(C)(C)OC(=O)NC(CCCCCS)C(=O)NC1CCCCCC1	CHEMBL379049	325
CC(C)(C)OC(=O)NCCC1NC(=O)C2(C)CSC(=N2)c2csc(n2)CNC(=O)CC(C=CCCS)OC1=O	CHEMBL3317816	325
CC(C)(C)OC(=O)NCCCC1NC(=O)C2(C)CSC(=N2)c2csc(n2)CNC(=O)CC(C=CCCS)OC1=O	CHEMBL3317817	325
CC(C)(C)OC(=O)NCCCCC1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4073372	325
CC(C)(C)OC(=O)Nc1ccc(-c2cc(NC(=O)CCCCCCC(=O)NO)no2)cc1	CHEMBL4876454	325
CC(C)(C)OC(=O)Nc1cccc(-c2csc(NC(=O)CCCCCC(=O)NO)n2)c1	CHEMBL4550526	325
CC(C)(C)OC(=O)Nc1cccc(-c2csc(NC(=O)CCCCCC(=O)Nc3ccccc3N)n2)c1	CHEMBL4545091	325
CC(C)(C)OC(=O)Nc1cccc(C(=O)C=Cc2ccc(C=CC(=O)NO)cc2)c1	CHEMBL4542499	325
CC(C)(C)OCC1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4071741	325
CC(C)(C)Oc1ccc(CC2N=C(c3ccccc3)c3ccccc3N(CCCCC(=O)NO)C2=O)cc1	CHEMBL4070647	325
CC(C)(C)SCC1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4060342	325
CC(C)(C)c1cc(Nc2nc(SCc3ccc(C(=O)Nc4ccc(F)cc4N)cc3)nn3cccc23)n[nH]1	CHEMBL5087667	325
CC(C)(C)c1cc(Nc2nc(SCc3ccc(C(=O)Nc4ccccc4N)cc3)nn3cccc23)n[nH]1	CHEMBL5082362	325
CC(C)(C)c1ccc(CN2Cc3ccc(C=CC(=O)NO)cc3C2=O)cc1	CHEMBL247218	325
CC(C)(C)c1ccc(Cn2cc(CCCCC(=O)NO)nn2)cc1	CHEMBL2381753	325
CC(C)(C)c1ccc(Cn2ccc(CCCCC(=O)NO)n2)cc1	CHEMBL3335289	325
CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(C=CC(=O)NO)cc2)cc1	CHEMBL97272	325
CC(C)(C)n1nnnc1CNCc1ccc(C(=O)NO)cc1	CHEMBL4754795	325
CC(C)(F)CN1CCc2cc(O)ccc2C1c1ccc(OCCCCCCC(=O)NO)cc1	CHEMBL5090940	325
CC(C)(O)Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287265	325
CC(C)(O)c1ccc(-c2ccnc(NCc3ccc(C(=O)Nc4ccccc4N)cc3)n2)cn1	CHEMBL481988	325
CC(C)=Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287264	325
CC(C)C(C(=O)N(C)c1ccc(C(=O)NO)cc1)c1ccccc1	CHEMBL4638986	325
CC(C)C(C(=O)Nc1ccc(C(=O)NO)c(Cl)c1)c1ccccc1	CHEMBL4644462	325
CC(C)C(C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1	CHEMBL191091_CHEMBL191482	325
CC(C)C(C(=O)Nc1ccc(C(=O)NO)cc1Cl)c1ccccc1	CHEMBL4636753	325
CC(C)C(C(=O)Nc1ccc(C(=O)NO)cn1)c1ccccc1	CHEMBL4633594	325
CC(C)C(C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1)c1ccccc1	CHEMBL4160579	325
CC(C)C(C(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)nc1)c1ccccc1	CHEMBL4159087_CHEMBL4160753	325
CC(C)C(C(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1)c1ccccc1	CHEMBL4643874	325
CC(C)C(NC(=O)c1ccc(C(=O)NO)cc1)c1ccccc1	CHEMBL4644157	325
CC(C)C(NC(=O)c1csc(-c2cscn2)n1)C(=O)NCCC(=O)NO	CHEMBL3287016	325
CC(C)C(NC(=O)c1csc(-c2cscn2)n1)C(=O)NCCCC(=O)NO	CHEMBL3287017	325
CC(C)C(NC(=O)c1csc(-c2cscn2)n1)C(=O)OCC=CCCS	CHEMBL3287008	325
CC(C)C1CC1c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287269	325
CC(C)C1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4069885	325
CC(C)C1NC(=O)C2(C)CSC(=N2)c2cccc(n2)CNC(=O)CC(C=CCCS)NC1=O	CHEMBL3593413	325
CC(C)C1NC(=O)C2(C)CSC(=N2)c2cccc(n2)CNC(=O)CC(C=CCCS)OC1=O	CHEMBL3593409	325
CC(C)C1NC(=O)C2(C)CSC(=N2)c2ccnc(c2)CNC(=O)CC(C=CCCS)NC1=O	CHEMBL3593415	325
CC(C)C1NC(=O)C2(C)CSC(=N2)c2ccnc(c2)CNC(=O)CC(C=CCCS)OC1=O	CHEMBL3593411	325
CC(C)C1NC(=O)C2(C)CSC(=N2)c2coc(n2)CNC(=O)CC(C=CCCS)OC1=O	CHEMBL2436595	325
CC(C)C1NC(=O)C2(C)CSC(=N2)c2csc(n2)CNC(=O)CC(C=CCCS)NC1=O	CHEMBL3593407	325
CC(C)C1NC(=O)C2(C)CSC(=N2)c2csc(n2)CNC(=O)CC(C=CCCS)OC1=O	CHEMBL1796689_CHEMBL3593247	325
CC(C)C1NC(=O)C2CCCCCSSCCCCCC(NC(=O)C3CCCN3C1=O)C(=O)N2	CHEMBL3310507_CHEMBL3310510	325
CC(C)C1NC(=O)C2Cc3ccccc3CN2C(=O)C2CCCCCSSCCCCCC(NC1=O)C(=O)N2	CHEMBL3310511	325
CC(C)C1NC(=O)CC2C=CCCSSCC(NC1=O)C(=O)NC(C(C)C)C(O)CC(=O)O2	CHEMBL2313363	325
CC(C)C1NC(=O)c2csc(n2)-c2csc(n2)CNC(=O)CC(C=CCCS)OC1=O	CHEMBL3287006	325
CC(C)C=Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287268	325
CC(C)CC1(C(N)=O)NC(=O)CC1(C)O	CHEMBL4064947	325
CC(C)CC1CC(=O)NC(C)C(=O)NC(CCCCCC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N1	CHEMBL570490	325
CC(C)CC1CC(=O)NC(C)C(=O)NC(CSCCC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N1	CHEMBL569122	325
CC(C)CC1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4079790	325
CC(C)CN1CCN(c2ccc(C(=O)NO)cc2)C1=O	CHEMBL3335009	325
CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287250	325
CC(C)N(CCn1c(-c2cccc(C=CC(=O)NO)c2)nc2ccccc21)C(C)C	CHEMBL1096022	325
CC(C)N(Cc1ccccc1)Cc1ccc(C=CC(=O)NO)o1	CHEMBL2413318	325
CC(C)Oc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1	CHEMBL3800057	325
CC(C)Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NCCCCCCC(=O)NO)cc12	CHEMBL4755061	325
CC(C)Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NCc3ccc(C(=O)NO)cc3)cc12	CHEMBL4753908	325
CC(C)c1cc(C(=O)N(C)Cc2ccc(C(=O)NO)cc2)c(O)cc1O	CHEMBL5174143	325
CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCC(=O)NO)ccc32)c(O)cc1O	CHEMBL4241177	325
CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCC(=O)NO)ccc32)c(O)cc1O	CHEMBL4245392	325
CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCC(=O)NO)ccc32)c(O)cc1O	CHEMBL4237454	325
CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCCC(=O)NO)ccc32)c(O)cc1O	CHEMBL4241615	325
CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCCCC(=O)NO)ccc32)c(O)cc1O	CHEMBL4247905	325
CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCCCCC(=O)NO)ccc32)c(O)cc1O	CHEMBL4237899	325
CC(C)c1cc(C(=O)N2CCc3onc(C(=O)NCCCCCCC(=O)NO)c3C2)c(O)cc1O	CHEMBL3233755	325
CC(C)c1cc(C(C)C)c(S(=O)(=O)Nc2ccc(C=CC(=O)NO)cc2)cc1C(C)C	CHEMBL316457	325
CC(C)c1ccc(C(=O)N(Cc2ccc(C(=O)NO)cc2)Cc2nnnn2Cc2ccccc2)cc1	CHEMBL4761974	325
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)NO	CHEMBL2347009	325
CC(C)c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287253	325
CC(C)n1c(-c2cccc(C=CC(=O)NO)c2)nc2ccccc21	CHEMBL1097017	325
CC(C=Cc1ccccc1)=CC(=O)NCCCCCC(=O)NO	CHEMBL490018	325
CC(CCCCCC(=O)c1ccc2ccccc2c1)C(=O)NO	CHEMBL95510	325
CC(NC(=O)C(CC(=O)NC(C)(C)C)NC(=O)c1ccc(C(=O)NO)cc1)C(=O)NCc1ccccc1	CHEMBL4761969	325
CC(Nc1ccccc1)c1ccc(C(=O)Nc2ccccc2N)cc1	CHEMBL4551227_CHEMBL4567733_CHEMBL4585688	325
CC(Nc1nc(N)nc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1Cc1ccc(C(=O)NO)s1	CHEMBL5221123	325
CC(OCc1ccccc1)C1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4082254	325
CC(c1ccccc1)n1c(-c2cccc(C=CC(=O)NO)c2)nc2ccccc21	CHEMBL1094792_CHEMBL1094793	325
CC(c1nc2c(cnn2C2CCCC2)c(=O)[nH]1)N1CC(Cc2ccc(C(=O)Nc3ccccc3N)cc2)C1	CHEMBL5206074	325
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCCC(=O)NO	CHEMBL5169570	325
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCCCC(=O)NO	CHEMBL5194282	325
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCCCCCC(=O)NO	CHEMBL5173941	325
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1Cc1ccc(C(=O)Nc2ccccc2N)cc1	CHEMBL5176010	325
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCCCCC(=O)NO)c(F)c1	CHEMBL3983635	325
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)Nc2ccccc2N)c(F)c1	CHEMBL3955013	325
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)Nc2ccccc2N)cc1	CHEMBL5180580	325
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)Nc2ccccc2N)cn1	CHEMBL5206234	325
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)Nc2ccccc2N)nc1	CHEMBL5169631	325
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)OCCCCCC(=O)NO)c(F)c1	CHEMBL3894825	325
CC1(C)CC(=O)Nc2ccc(C(=O)NCC3CCC(CCC(=O)NO)CC3)cc21	CHEMBL3309298_CHEMBL3309300	325
CC1(C)CC(=O)Nc2ccc(C(=O)NCCCCCCC(=O)NO)cc21	CHEMBL3311473	325
CC1(C)CC(=O)Nc2ccc(C(=O)NCc3ccc(C=CC(=O)NO)cc3)cc21	CHEMBL3309291	325
CC1(C)CC(=O)Nc2ccc(C(=O)NCc3cccc(C=CC(=O)NO)c3)cc21	CHEMBL3309290	325
CC1(C)CC(=O)Nc2ccc(NC(=O)CCCCCCC(=O)NO)cc21	CHEMBL3311466	325
CC1(C)NCC(CCCCCC(=O)C2CO2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O	CHEMBL4438063	325
CC1(NCC(=O)NCc2ccc(C=CC(=O)NO)cc2)CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1	CHEMBL5198194	325
CC1(Nc2ccc(C(=O)NO)cc2)CCN(c2ccc3ncccc3c2)C1=O	CHEMBL3415628	325
CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)c1cn(CCCC(=O)NO)nn1	CHEMBL2401843	325
CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)c1cn(CCCCCC(=O)NO)nn1	CHEMBL2401845	325
CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)c1cn(CCCCCCC(=O)NO)nn1	CHEMBL2401846	325
CC12CSC(=N1)c1csc(n1)CNC(=O)CC(C=CCCS)OC(=O)C(CC(=O)O)NC2=O	CHEMBL3317813	325
CC12CSC(=N1)c1csc(n1)CNC(=O)CC(C=CCCS)OC(=O)C(CCCN)NC2=O	CHEMBL3317815	325
CC12CSC(=N1)c1csc(n1)CNC(=O)CC(C=CCCS)OC(=O)C(CCN)NC2=O	CHEMBL3317814	325
CC12CSC(=N1)c1csc(n1)CNC(=O)CC(C=CCCS)OC(=O)C(Cc1c[nH]cn1)NC2=O	CHEMBL3317812	325
CC12CSC(=N1)c1csc(n1)CNC(=O)CC(C=CCCS)OC(=O)C(Cc1ccc(O)cc1)NC2=O	CHEMBL3317811	325
